processed_text,label
older higher risk getting seriously ill coronavirus learn take steps protect slow spread URL covid URL,real
till today chennai total covid cases currently active tamilnadu covid covid covid coronaupdates coronavirusindia coronavirusupdates coronavirus covidupdates URL,real
alfalfa cure covid,fake
virus hasnt gone away complacent director public health blackpool dr arif rajpura says concerned rising covid rates parts lancashire need make sure following guidance latest URL URL,real
march us states us territory report community spread coronavirus covid thirteen states report covid cases widespread see cdcs map stay date happening state URL URL,real
indiafightscorona nd september indias recovery rate stands secretary USER staysafe indiawillwin covid USER URL,real
pictures man wearing helmet sitting pothole road uttar pradesh targeting uttar pradesh government,fake
healthcare workers died covid led mexico us URL medtwitter,real
per USER unlock school colleges educational amp coaching institutions remain closed till july online distance learning shall continue permitted URL covid covid covid coronaupdates coronavirusindia URL,real
censor dr li meng yan claims covid bioengineered red c URL via USER,fake
daily new cases continue drifting slightly slightly lower today states reported k cases slightly last thursday URL,real
doctors recovered covid quckly inhaled steam every day,fake
heres look number tests per people state URL,real
help stop covid pandemic report march impact interventions coronavirus mortality healthcare demand adapted amazing USER science journal teens article Japanesesymbolforbeginnerread full article URL URL,real
nsw australia covid positive chinese woman caught camera spitting bananas suburban supermarket isolated incident chinese nationals communist party loyalists paid instructed government URL,fake
writer sees book sales soar coronavirus spreads URL duncanwhitehead coronavirus,fake
rt USER cases per million country compared world average cases per million secretary USER,real
loudspeakercoronavirusupdates roundpushpincovid india tracker september rightarrowconfirmed cases rightarrowrecovered thumbsup rightarrowactive cases rightarrowdeaths indiafightscorona indiawillwin staysafe via USER URL,real
therapeutics first proven therapy severe covid dexamethasone announced june support therapeutic accelerator arm currently scaleupUSER URL,real
